#signalNumber pressure[MPa] length[mm]
44081 0.478293 97.474999
44082 0.26278 98.101545
44083 0.457156 96.397471
44084 0.195862 101.622444
44085 0.308749 101.277762
44086 0.031224 107.850885
44087 0.290815 104.697199
44088 0.10336 106.570404
44089 0.302908 103.273372
44090 0.44523 97.073946
44091 0.164184 103.059154
44092 0.333867 101.546743
44093 0.315617 101.56446
44094 0.096972 105.423609
44095 0.125698 105.401059
44096 0.198526 105.220665
44097 0.444783 100.182514
44098 0.1504 102.654878
44099 0.256072 102.381065
44100 0.471982 98.306098
44101 0.344562 98.381799
44102 0.321748 98.381799
44103 0.190991 100.585179
44104 0.491562 97.30427
44105 0.041277 106.747577
44106 0.182373 106.478595
44107 0.421535 99.494763
44108 0.166515 101.496812
44109 0.445569 98.318983
44110 0.133362 103.524635
44111 0.229355 103.347462
44112 0.408994 99.866825
44113 0.204278 101.962293
44114 0.395729 100.008563
44115 0.001765 108.15047
44116 0.388428 102.195839
44117 0.416394 98.333479
44118 0.488551 95.690394
44119 0.278362 97.090053
44120 0.166784 102.875538
44121 0.140848 104.367012
44122 0.372026 101.264877
44123 0.415108 99.795956
44124 0.403433 98.278717
44125 0.140575 103.53591
44126 0.259203 103.395782
44127 0.423437 99.773407
44128 0.334662 99.7573
44129 0.323874 99.773407
44130 0.175065 101.496812
44131 0.076863 106.539801
44132 0.209798 105.808558
44133 0.056983 107.396676
44134 0.148124 107.243663
44135 0.428251 101.039385
44136 0.103589 105.339854
44137 0.204384 105.388174
44138 0.493617 97.015963
44139 0.309874 96.927377
44140 0.277244 97.017573
44141 0.140492 104.077093
44142 0.388294 100.656048
44143 0.141512 103.793616
44144 0.347819 101.501644
44145 0.135928 103.249212
44146 0.498833 97.235012
44147 0.446412 97.214073
44148 0.288946 97.35259
44149 0.207507 99.663882
44150 0.356146 99.702538
44151 0.275819 99.670325
44152 0.313616 99.641333
44153 0.483962 96.854897
44154 0.188277 100.722085
44155 0.421107 98.09027
44156 0.163014 101.704587
44157 0.047898 107.353188
44158 0.185036 106.721806
44159 0.486872 97.209241
44160 0.276934 97.573249
44161 0.07095 106.736302
44162 0.316438 103.590672
44163 0.301962 103.572955
44164 0.137783 103.750128
44165 0.00835 108.266438
44166 0.165592 107.346746
44167 0.324055 103.866096
44168 0.02592 107.155076
44169 0.498782 97.162532
44170 0.061073 106.58651
44171 0.288044 104.225274
44172 0.276096 104.209167
44173 0.093268 105.660377
44174 0.396818 99.51248
44175 0.190379 101.185955
44176 0.445401 97.536204
44177 0.253133 99.253164
44178 0.490644 96.521492
44179 0.487619 96.521492
44180 0.014207 107.040719
44181 0.302456 103.978842
44182 0.028109 107.493317
44183 0.445388 97.148036
44184 0.106038 105.438105
44185 0.071644 106.63322
44186 0.323364 103.329745
44187 0.274241 103.36518
44188 0.016104 106.992399
44189 0.345485 103.006002
44190 0.014952 107.696261
44191 0.295846 104.168901
44192 0.037063 106.794286
44193 0.380622 102.07665
44194 0.109134 105.428441
44195 0.036519 107.456271
44196 0.401825 101.462988
44197 0.262551 101.574124
44198 0.322784 101.508087
44199 0.25253 101.485538
44200 0.360076 100.399953
44201 0.356914 100.457937
44202 0.019553 107.673712
44203 0.41619 100.970126
44204 0.244225 100.163186
44205 0.336346 100.079432
44206 0.166813 102.216778
44207 0.247849 103.096199
44208 0.493808 98.315762
44209 0.139694 102.820776
44210 0.20617 103.746907
44211 0.120093 105.008057
44212 0.002788 108.570855
44213 0.042639 108.567634
44214 0.187569 107.494927
44215 0.204983 107.451439
44216 0.477843 96.995024
44217 0.385802 96.437738
44218 0.032599 107.483653
44219 0.496478 97.766528
44220 0.031204 107.121252
44221 0.181646 106.791065
44222 0.496472 96.819463
44223 0.323819 96.300832
44224 0.126041 104.800281
44225 0.298991 103.14613
44226 0.339911 102.065375
44227 0.309575 102.075039
44228 0.12598 103.788784
44229 0.409008 99.327255
44230 0.346387 99.338529
44231 0.046821 106.879652
44232 0.107438 107.354799
44233 0.342883 103.347462
44234 0.136591 104.971012
44235 0.277347 103.743686
44236 0.331734 101.733579
44237 0.338426 101.694923
44238 0.351078 100.7849
44239 0.433487 98.272274
44240 0.218936 100.130973
44241 0.405932 98.125704
44242 0.03654 107.441775
44243 0.318055 104.052933
44244 0.057865 107.074543
44245 0.38024 99.828169
44246 0.387906 99.849108
44247 0.074461 106.715364
44248 0.312885 103.853211
44249 0.421812 98.373746
44250 0.324474 98.388241
44251 0.271273 98.502598
44252 0.3808 98.391463
44253 0.166763 103.163847
44254 0.281156 102.667763
44255 0.355653 101.210115
44256 0.031857 107.21306
44257 0.479732 98.404348
44258 0.144509 103.626107
44259 0.403669 100.411228
44260 0.370351 100.443441
44261 0.400738 98.586352
44262 0.391482 98.663664
44263 0.427786 97.315545
44264 0.491832 95.870787
44265 0.335855 96.310496
44266 0.400683 96.279894
44267 0.363707 96.276672
44268 0.093682 105.774734
44269 0.272205 104.165679
44270 0.089279 106.341689
44271 0.110998 106.36907
44272 0.015542 108.020006
44273 0.440731 100.810671
44274 0.373151 99.53664
44275 0.310235 99.58657
44276 0.016823 107.829947
44277 0.259255 105.525081
44278 0.416543 98.939086
44279 0.058326 106.871598
44280 0.439325 99.589792
44281 0.208421 100.350023
44282 0.21608 100.390289
44283 0.162498 102.951239
44284 0.379995 100.530416
44285 0.014205 107.424058
44286 0.050748 107.973296
44287 0.025297 108.028059
44288 0.092831 108.00712
44289 0.371203 102.873928
44290 0.453377 96.872614
44291 0.499002 95.331218
44292 0.266449 97.288163
44293 0.23479 99.224172
44294 0.292387 99.225783
44295 0.267209 99.21934
44296 0.209222 100.731749
44297 0.497701 97.23018
44298 0.160166 102.22161
44299 0.090103 106.167737
44300 0.361759 102.108863
44301 0.341763 102.060543
44302 0.100316 105.000004
44303 0.473344 98.947139
44304 0.45404 97.708545
44305 0.094646 105.515417
44306 0.178887 105.558905
44307 0.135294 105.52347
44308 0.460762 98.604069
44309 0.09812 105.462265
44310 0.191327 105.578233
44311 0.363948 101.838272
44312 0.109753 105.375289
44313 0.135434 105.380121
44314 0.134971 105.367235
44315 0.479673 96.276672
44316 0.161177 103.089756
44317 0.29089 102.556627
44318 0.243251 102.580787
44319 0.192554 102.724136
44320 0.348357 101.459767
44321 0.18958 102.65971
44322 0.042328 107.106756
44323 0.239637 105.642659
44324 0.360684 102.313417
44325 0.444095 97.030459
44326 0.084367 105.887481
44327 0.464867 98.587963
44328 0.070598 106.072707
44329 0.338974 102.613
44330 0.295278 102.590451
44331 0.446702 96.498943
44332 0.050015 106.639662
44333 0.192973 106.196729
44334 0.224341 106.108142
44335 0.127986 106.169347
44336 0.364177 102.348852
44337 0.301176 100.970126
44338 0.155379 102.643603
44339 0.225704 102.632328
44340 0.059194 107.246884
44341 0.058977 107.224335
44342 0.231492 106.112974
44343 0.379309 102.202282
44344 0.191628 102.228052
44345 0.246224 102.194228
44346 0.254489 102.195839
44347 0.188642 102.195839
44348 0.426299 98.929422
44349 0.180517 101.984842
44350 0.415435 99.035726
44351 0.262763 99.911923
44352 0.11203 105.069262
44353 0.375989 101.567681
44354 0.116182 105.370457
44355 0.074858 106.435107
44356 0.299526 103.812944
44357 0.340141 102.39234
44358 0.025393 107.443386
44359 0.311774 104.257487
44360 0.239987 104.246213
44361 0.420643 97.859946
44362 0.323964 97.91793
44363 0.339902 97.908266
44364 0.381581 97.905045
44365 0.368564 97.898602
44366 0.491442 96.254123
44367 0.239075 99.005123
44368 0.111438 105.35435
44369 0.287294 103.783952
44370 0.425759 99.013176
44371 0.318112 98.381799
44372 0.221472 99.82978
44373 0.171679 102.598504
44374 0.252621 102.58723
44375 0.098487 105.763459
44376 0.291098 103.945018
44377 0.011215 107.504591
44378 0.164939 106.976292
44379 0.434595 101.05227
44380 0.413947 99.357857
44381 0.321344 99.39007
44382 0.211886 100.675376
44383 0.458986 97.273668
44384 0.159757 103.247601
44385 0.298851 102.458377
44386 0.405942 99.940915
44387 0.296601 100.095538
44388 0.115815 104.473316
44389 0.432128 99.936083
44390 0.054041 105.968014
44391 0.043697 107.509423
44392 0.254866 105.457433
44393 0.062928 107.340303
44394 0.186965 106.718585
44395 0.298386 104.297754
44396 0.081476 106.48987
44397 0.019569 107.900816
44398 0.191004 107.032665
44399 0.123828 106.985956
44400 0.487799 97.792299
44401 0.427381 96.526324
44402 0.357084 96.59236
44403 0.205324 101.021667
44404 0.439325 98.571856
44405 0.397648 98.571856
44406 0.388261 98.576688
44407 0.003487 108.171409
44408 0.136595 107.950747
44409 0.454273 98.414012
44410 0.219108 99.594624
44411 0.114009 105.23194
44412 0.080889 106.51403
44413 0.359693 102.558238
44414 0.499617 95.576038
44415 0.025119 107.16474
44416 0.36046 102.761181
44417 0.114343 104.674649
44418 0.147751 104.690756
44419 0.108755 105.367235
44420 0.093535 106.427054
44421 0.04573 107.762298
44422 0.157745 107.599621
44423 0.02911 107.970075
44424 0.223914 106.61067
44425 0.07583 107.21145
44426 0.408795 100.772015
44427 0.45839 97.489495
44428 0.466527 96.403914
44429 0.389631 96.37009
44430 0.22446 98.914926
44431 0.383962 98.633061
44432 0.493568 96.460287
44433 0.332072 97.135151
44434 0.439329 97.098106
44435 0.02174 107.25977
44436 0.115502 107.736528
44437 0.049636 107.783237
44438 0.119482 107.652773
44439 0.199757 106.82811
44440 0.210171 106.783012
44441 0.453896 97.611905
44442 0.275511 98.008127
44443 0.315059 98.050004
44444 0.030036 107.783237
44445 0.28824 104.937188
44446 0.427487 98.486491
44447 0.070575 106.639662
44448 0.069795 106.89898
44449 0.291588 104.48298
44450 0.487919 96.047959
44451 0.437362 95.748378
44452 0.066061 106.728249
44453 0.212059 105.966403
44454 0.055289 107.54969
44455 0.296322 104.50553
44456 0.279816 104.491034
44457 0.346979 101.522583
44458 0.072302 106.733081
44459 0.267898 104.87115
44460 0.011828 107.852496
44461 0.094606 108.044166
44462 0.10219 108.119867
44463 0.399324 102.287647
44464 0.221513 101.701366
44465 0.151578 103.655099
44466 0.269685 103.363569
44467 0.019304 107.979739
44468 0.210522 106.805561
44469 0.111656 106.905422
44470 0.370819 101.717473
44471 0.473526 97.495938
44472 0.16747 102.944797
44473 0.233592 103.176732
44474 0.051432 107.480431
44475 0.004138 108.596626
44476 0.257009 106.116195
44477 0.082496 107.217892
44478 0.161142 107.203396
44479 0.046793 107.978128
44480 0.447004 97.384803
44481 0.035586 107.412783
44482 0.330094 103.692144
44483 0.406946 98.576688
44484 0.170124 101.430775
44485 0.358353 100.838052
44486 0.37812 100.813892
44487 0.331639 100.836442
44488 0.492518 96.093058
44489 0.091015 105.673262
44490 0.345199 102.231274
44491 0.010921 107.444997
44492 0.346744 102.422942
44493 0.307413 101.567681
44494 0.21885 101.596673
44495 0.455201 97.813237
44496 0.399691 97.829344
44497 0.165376 102.714472
44498 0.094759 106.096867
44499 0.48769 97.969471
44500 0.452224 96.680946
44501 0.175129 102.141076
44502 0.059835 107.195343
44503 0.45575 99.177463
44504 0.294058 98.019401
44505 0.434273 97.872831
44506 0.377829 97.882495
44507 0.485525 95.967427
44508 0.199479 99.686431
44509 0.327087 99.528587
44510 0.152225 103.558459
44511 0.164317 103.58423
44512 0.432187 99.70737
44513 0.035618 106.60906
44514 0.05747 107.469157
44515 0.307662 104.246213
44516 0.106373 106.343299
44517 0.240818 105.542798
44518 0.205524 105.554073
44519 0.211109 105.533134
44520 0.318677 102.703197
44521 0.009926 107.519087
44522 0.270832 105.04027
44523 0.347736 102.621054
44524 0.157611 104.007834
44525 0.0105 108.119867
44526 0.08578 108.256774
44527 0.019964 108.335697
44528 0.022891 108.322812
44529 0.106724 108.274491
44530 0.424591 101.371181
44531 0.482629 96.225131
44532 0.204057 100.858991
44533 0.393737 99.369132
44534 0.243018 100.54008
44535 0.323468 100.358076
44536 0.368251 100.211506
44537 0.207802 101.353463
44538 5.5E-05 108.548305
44539 0.494496 99.290209
44540 0.277355 98.227176
44541 0.065424 107.016559
44542 0.39974 101.503255
44543 0.495648 95.327997
44544 0.476942 95.345714
44545 0.416371 95.28451
44546 0.084226 106.220889
44547 0.252726 104.795449
44548 0.088251 106.596174
44549 0.431328 98.589574
44550 0.487942 96.004472
44551 0.416162 95.964205
44552 0.379137 96.007693
44553 0.387712 96.009304
44554 0.48713 96.010914
44555 0.396183 96.012525
44556 0.240554 98.565414
44557 0.393998 98.330258
44558 0.26495 98.492934
44559 0.163558 103.400614
44560 0.495444 98.240061
44561 0.237201 99.51248
44562 0.158951 102.740243
44563 0.268649 102.790173
44564 0.21153 102.795005
44565 0.036388 107.665658
44566 0.158793 107.214671
44567 0.405365 100.166407
44568 0.403803 98.908484
44569 0.281882 99.001902
44570 0.301594 99.005123
44571 0.08467 106.383566
44572 0.021571 108.069936
44573 0.297198 104.644047
44574 0.464473 96.721213
44575 0.469167 96.674504
44576 0.058883 106.68154
44577 0.351181 102.650046
44578 0.444531 96.800135
44579 0.136163 104.16729
44580 0.459145 99.264439
44581 0.119543 103.545574
44582 0.310925 102.306975
44583 0.440418 99.066328
44584 0.122781 103.226663
44585 0.077173 106.638052
44586 0.203131 105.884259
44587 0.344219 102.574344
44588 0.473945 96.043127
44589 0.146348 103.395782
44590 0.004042 108.537031
44591 0.147772 107.905648
44592 0.025088 108.374353
44593 0.158723 107.866992
44594 0.456683 97.961418
44595 0.435965 96.991803
44596 0.475622 95.777369
44597 0.240198 98.275495
44598 0.14484 104.176954
44599 0.197855 104.176954
44600 0.487407 98.438172
44601 0.078729 106.066265
44602 0.189255 105.91003
44603 0.089013 106.618724
44604 0.18795 106.262766
44605 0.468413 97.698881
44606 0.357512 96.81302
44607 0.331353 96.843623
44608 0.051809 107.314532
44609 0.325015 103.645435
44610 0.254729 103.659931
44611 0.320983 102.025109
44612 0.408148 99.058275
44613 0.08782 106.121027
44614 0.25035 104.882425
44615 0.322161 103.07365
44616 0.414504 98.356028
44617 0.249546 98.521926
44618 0.130206 104.6521
44619 0.151607 104.719748
44620 0.1212 105.386563
44621 0.353675 102.086314
44622 0.227972 102.195839
44623 0.39906 98.671717
44624 0.387655 98.700709
44625 0.132775 104.331578
44626 0.397471 100.723695
44627 0.104998 105.428441
44628 0.324644 102.580787
44629 0.10355 104.644047
44630 0.019292 108.061883
44631 0.178222 107.171183
44632 0.285064 104.784175
44633 0.238259 104.771289
44634 0.323822 102.608168
44635 0.422464 99.011566
44636 0.013856 107.607674
44637 0.242328 105.781177
44638 0.444327 97.695659
44639 0.483633 95.685562
44640 0.259071 97.52654
44641 0.309035 97.521708
44642 0.415833 97.365475
44643 0.26793 97.536204
44644 0.028559 107.844443
44645 0.377766 102.693533
44646 0.290244 101.409837
44647 0.178853 102.51475
44648 0.255875 102.471262
44649 0.152064 104.183397
44650 0.461288 99.356246
44651 0.161022 102.210335
44652 0.056721 107.184068
44653 0.007989 108.413009
44654 0.394746 102.397172
44655 0.007356 107.731696
44656 0.130538 107.776794
44657 0.058662 107.918533
44658 0.188006 107.33225
44659 0.184576 107.30809
44660 0.163587 107.335471
44661 0.387837 101.284205
44662 0.460568 97.613516
44663 0.034168 107.304868
44664 0.495138 97.840618
44665 0.1473 103.556849
44666 0.463025 98.918148
44667 0.198019 100.896036
44668 0.493411 96.779196
44669 0.342536 96.19775
44670 0.370766 96.239627
44671 0.201134 101.177901
44672 0.306671 100.986233
44673 0.175614 102.474483
44674 0.270851 102.335967
44675 0.163344 103.305585
44676 0.40473 100.139026
44677 0.32423 100.174461
44678 0.058378 106.831332
44679 0.384924 101.880149
44680 0.150495 103.592283
44681 0.302904 102.311807
44682 0.190941 102.44227
44683 0.334273 101.558017
44684 0.174384 102.666152
44685 0.304412 101.835051
44686 0.307936 101.820555
44687 0.028867 107.852496
44688 0.062639 107.928197
44689 0.090214 107.88632
44690 0.423054 100.047219
44691 0.324527 99.055053
44692 0.170904 102.012224
44693 0.101291 106.063043
44694 0.100754 106.064654
44695 0.292653 104.144741
44696 0.461474 97.417016
44697 0.482325 95.893337
44698 0.428695 95.862734
44699 0.045948 107.156687
44700 0.361215 102.749907
44701 0.398049 98.836004
44702 0.166813 101.461378
44703 0.331371 101.289037
44704 0.078517 106.588121
44705 0.325044 103.241159
44706 0.124233 105.583065
44707 0.471908 96.091447
44708 0.284328 97.040123
44709 0.31166 97.080389
44710 0.189339 101.596673
44711 0.415456 99.137197
44712 0.299559 99.211287
44713 0.139133 103.178343
44714 0.225495 102.978621
44715 0.214835 102.978621
44716 0.13347 104.520026
44717 0.41078 100.522363
44718 0.006194 107.271044
44719 0.204414 105.755406
44720 0.355831 102.17329
44721 0.453691 97.334872
44722 0.420091 97.339704
44723 0.389875 97.347758
44724 0.43754 97.325208
44725 0.382339 97.360643
44726 0.055966 107.064879
44727 0.289154 104.365402
44728 0.220612 104.437882
44729 0.472167 96.059234
44730 0.244825 97.975913
44731 0.199399 100.844495
44732 0.218949 100.805839
44733 0.156737 103.047879
44734 0.233539 102.980231
44735 0.167305 102.983453
44736 0.483007 98.344754
44737 0.396085 98.331868
44738 0.43579 97.342926
44739 0.001631 108.065104
44740 0.398625 101.669153
44741 0.362844 99.955411
44742 0.141084 102.785341
44743 0.141033 104.439492
44744 0.467805 99.133976
44745 0.230646 100.179293
44746 0.05131 107.295204
44747 0.002747 108.533809
44748 0.086729 108.337308
44749 0.163699 107.543247
44750 0.327175 104.033605
44751 0.164596 104.189839
44752 0.166207 104.193061
44753 0.2182 104.186618
44754 0.494606 96.157484
44755 0.123787 104.74874
44756 0.19372 104.99195
44757 0.178828 105.012889
44758 0.365704 101.720694
44759 0.432645 97.666667
44760 0.21159 99.723476
44761 0.323183 99.615562
44762 0.218614 99.763743
44763 0.015815 108.05383
44764 0.482742 98.48327
44765 0.40258 96.93543
44766 0.493897 95.376317
44767 0.32779 96.028631
44768 0.212204 100.610949
44769 0.205529 100.736581
44770 0.12045 104.985508
44771 0.034848 107.784848
44772 0.397602 102.007392
44773 0.280601 100.73497
